settlement_id,utr,entity_id,entity_type,order_id,payment_id,method,amount_paise,fee_paise,tax_paise,credit_paise,debit_paise,on_hold,settled_at
setl_FHesH8ARBw2fsw,UTR115694435536,pay_eQXDzBLgfzE4tK,payment,order_RkY74NTqYCqsPf,pay_eQXDzBLgfzE4tK,card,185000,3700,666,180634,0,false,2026-09-15
setl_FHesH8ARBw2fsw,UTR115694435536,pay_nBpUsMIAOC3Gu2,payment,order_mT9cyiIcrt0wWt,pay_nBpUsMIAOC3Gu2,card,45000,900,162,43938,0,false,2026-09-15
setl_LHzl9tS3ubYdJv,UTR369210719548,pay_dLrIKwC8UgVTFq,payment,order_XcHt2wHxhnbTQg,pay_dLrIKwC8UgVTFq,card,230000,4600,828,224572,0,false,2026-09-15
setl_LacrB2OIGanYcG,UTR486302191590,pay_UfBIDGxqmG0186,payment,order_FH9oKdD1ifhjsE,pay_UfBIDGxqmG0186,netbanking,706500,14130,2543,689827,0,false,2026-09-15
setl_Vfgql5eAT7CDOQ,UTR679291828934,pay_7SEdFOH2Uu81S6,payment,order_A5xaiEMYsdPVym,pay_7SEdFOH2Uu81S6,wallet,53700,1074,193,52433,0,false,2026-09-15
setl_YGVgpKxBcg9ZdC,UTR134607699503,pay_9lht52y0bEbC9p,payment,order_BQzRnVvRz4pt38,pay_9lht52y0bEbC9p,card,938500,18770,3379,916351,0,false,2026-09-15
setl_YGVgpKxBcg9ZdC,UTR134607699503,pay_Y9M7X1BQUlSljH,payment,order_SvS15ilbCmyxz1,pay_Y9M7X1BQUlSljH,upi,36000,0,0,36000,0,false,2026-09-15
setl_YGVgpKxBcg9ZdC,UTR134607699503,pay_yFEG7KLRinqxKR,payment,order_3WyBJkIzmKGLoy,pay_yFEG7KLRinqxKR,netbanking,662900,13258,2386,647256,0,false,2026-09-15
setl_bVppxwQXq7ILJY,UTR493743208606,pay_4q3XIsNNdzAyHi,payment,order_hbtMt3T6mWRJE9,pay_4q3XIsNNdzAyHi,wallet,428400,8568,1542,418290,0,false,2026-09-15
setl_bVppxwQXq7ILJY,UTR493743208606,pay_hgnsl13W37ydjh,payment,order_4vfvFXomAb1XYx,pay_hgnsl13W37ydjh,wallet,24700,494,89,24117,0,false,2026-09-15
setl_bVppxwQXq7ILJY,UTR493743208606,rfnd_Azf3hw1zLQYLAE,refund,order_4vfvFXomAb1XYx,pay_hgnsl13W37ydjh,wallet,24700,0,0,0,24700,false,2026-09-15
setl_bxkybSimxf2dYI,UTR051861843144,pay_DLH7YGKg4duxop,payment,order_NNT0aSjUQsqdDh,pay_DLH7YGKg4duxop,upi,58700,0,0,58700,0,false,2026-09-15
setl_hNjayFFp06aOix,UTR554549234949,pay_xFUWxMDVOqS6tW,payment,order_bIZyaQIz7viijR,pay_xFUWxMDVOqS6tW,netbanking,692400,13848,2493,676059,0,false,2026-09-15
setl_lahLx4Gii8cuGd,UTR276215416562,pay_vrJsTX1dnBkVoj,payment,order_0SHkHRes4l9dQU,pay_vrJsTX1dnBkVoj,wallet,918300,18366,3306,896628,0,false,2026-09-15
setl_nOU5ybFr7XTbuq,UTR771129426930,pay_QM4XnEfP4Z7PMh,payment,order_hhnmhDSYYEOtby,pay_QM4XnEfP4Z7PMh,netbanking,728000,14560,2621,710819,0,false,2026-09-15
setl_o1FOWu96ecX4Xg,UTR382230057460,pay_cGXKa9dKhy8xZD,payment,order_nojE2UGlXga6dW,pay_cGXKa9dKhy8xZD,netbanking,600400,12008,2161,586231,0,false,2026-09-15
setl_qNcRVaop4nJDKt,UTR525804726032,pay_kKp8vwYy1bY4Hc,payment,order_Pq3GCbMi89ucHk,pay_kKp8vwYy1bY4Hc,upi,17700,0,0,17700,0,false,2026-09-15
setl_tS1kGNM8wHvwYd,UTR320311898235,pay_ecUpu7EsmqtcGh,payment,order_WW5soPLGFPI8aO,pay_ecUpu7EsmqtcGh,upi,609700,0,0,609700,0,false,2026-09-15
setl_xyGCXLINgLzJMt,UTR137262158863,pay_UbctiT2j6DkeDt,payment,order_wSG8AqzlznLzXN,pay_UbctiT2j6DkeDt,netbanking,373500,7470,1345,364685,0,false,2026-09-15
setl_9YpNa2ysM17N81,UTR404494452251,pay_1ksijMOEH4GSVs,payment,order_sVGcRCI40dZlWm,pay_1ksijMOEH4GSVs,wallet,79200,1584,285,77331,0,false,2026-09-16
setl_BT1NAv8aAbqRue,UTR273718657519,pay_ZN6rlrXtxememK,payment,order_NcKhcSalpXKe4P,pay_ZN6rlrXtxememK,card,90000,1800,324,87876,0,false,2026-09-16
setl_BT1NAv8aAbqRue,UTR273718657519,pay_rWuWglCeUwYRjT,payment,order_FxrLW54WSwZbSo,pay_rWuWglCeUwYRjT,card,150000,3000,540,146460,0,false,2026-09-16
setl_OJJjbwCxViqhmJ,UTR947214544565,pay_6TgrrTrmtSObqo,payment,order_7sM1covhthpkp6,pay_6TgrrTrmtSObqo,wallet,272200,5444,980,265776,0,false,2026-09-16
setl_OJJjbwCxViqhmJ,UTR947214544565,pay_Y3DlffcpWrRHFd,payment,order_IcAlmhGytnF8YO,pay_Y3DlffcpWrRHFd,netbanking,102600,2052,369,100179,0,false,2026-09-16
setl_OJJjbwCxViqhmJ,UTR947214544565,pay_ecE8u0RknQjs4T,payment,order_YvWiTtnFC38nWO,pay_ecE8u0RknQjs4T,card,584200,11684,2103,570413,0,false,2026-09-16
setl_YNhLIpRNAboOm0,UTR787716963462,pay_trZqL3jVD8vqrX,payment,order_6nZ9gBWA9JS9d7,pay_trZqL3jVD8vqrX,upi,40000,0,0,40000,0,false,2026-09-16
setl_fh8HVTrlwPyV4c,UTR201624580698,pay_JNWDKtCFyTPhr6,payment,order_WKfjW6Nensc6Yp,pay_JNWDKtCFyTPhr6,card,240000,4800,864,234336,0,false,2026-09-16
setl_lcnDRIpaXYcCTY,UTR165911673100,pay_OCHDbNBw0GgPAP,payment,order_YjfZQZKcmQwojC,pay_OCHDbNBw0GgPAP,upi,897900,0,0,897900,0,false,2026-09-16
setl_wocpRp7RhXP9u9,UTR822104057357,pay_sqKL3kb9RHJSnj,payment,order_6vrfDl2khvbVPM,pay_sqKL3kb9RHJSnj,netbanking,356000,7120,1282,347598,0,false,2026-09-16
setl_E6xoC5oFT03o2L,UTR380960703862,pay_Kk6cKl4QkFbGFc,payment,order_Dq8QHHyeZtsEGr,pay_Kk6cKl4QkFbGFc,upi,519800,0,0,519800,0,false,2026-09-17
setl_KIjit6EY5vbDL7,UTR701892980099,pay_V8A9lEg2w3q9Yo,payment,order_vglIAZ3j7vewrG,pay_V8A9lEg2w3q9Yo,card,876700,17534,3156,856010,0,false,2026-09-17
setl_Ocb1Z6fbQys9jx,UTR097681175615,pay_FGaHJnOcPrCSWe,payment,order_f2uqFcg6j3hZtp,pay_FGaHJnOcPrCSWe,upi,545100,0,0,545100,0,false,2026-09-17
setl_n0agECRCDQs3Fs,UTR429229782180,pay_jY8fpdBUHhuXEc,payment,order_C2r4GNusewgS24,pay_jY8fpdBUHhuXEc,wallet,164400,3288,592,160520,0,false,2026-09-17
setl_ueki9UJE9uFVzB,UTR346143056144,pay_H08t3o0tR68R1Y,payment,order_yMzglc4M0sVinI,pay_H08t3o0tR68R1Y,upi,665700,0,0,665700,0,false,2026-09-17
setl_RPQ0BbdBEbk4lw,UTR436780160161,pay_dMyUE6tW28g104,payment,order_9ZMqJD7GpH7Xm4,pay_dMyUE6tW28g104,upi,859000,0,0,859000,0,false,2026-09-18
setl_pTLdz3xf3nJJjd,UTR921724823350,pay_9mtyzlzoQ09bPL,payment,order_SzWCr9CAieRYhh,pay_9mtyzlzoQ09bPL,netbanking,688900,13778,2480,672642,0,false,2026-09-18
setl_5BpDWhCYfyBRie,UTR279220032151,pay_JdHy41BWQHoVfa,payment,order_Xb3lhlpKI3Bwms,pay_JdHy41BWQHoVfa,wallet,479400,9588,1726,468086,0,false,2026-09-21
setl_YVYVjkZv7RUQlD,UTR129625244516,pay_9eFOFHVzBYKE5j,payment,order_s5hOsmxJ8Aupj1,pay_9eFOFHVzBYKE5j,card,712100,14242,2564,695294,0,false,2026-09-21
setl_az5I804A4OMJI5,UTR055883349579,pay_2806lXV2YGwBnC,payment,order_LPYOBA9s5yakT5,pay_2806lXV2YGwBnC,netbanking,507300,10146,1826,495328,0,false,2026-09-21
setl_az5I804A4OMJI5,UTR055883349579,pay_qdYwZjxc7KeFwz,payment,order_ISZ7maXmy76Z2f,pay_qdYwZjxc7KeFwz,netbanking,455000,9100,1638,444262,0,false,2026-09-21
setl_az5I804A4OMJI5,UTR055883349579,pay_r7iIRxB44MCyz4,payment,order_y4SWfUuPT3P8s1,pay_r7iIRxB44MCyz4,netbanking,617600,12352,2223,603025,0,false,2026-09-21
setl_gLNYkhq7y0VOBL,UTR144932263090,pay_xsyJDM7H2UO0oQ,payment,order_7mmOckENDaFWSJ,pay_xsyJDM7H2UO0oQ,wallet,566700,11334,2040,553326,0,false,2026-09-21
setl_iawr5tMTMYSWL5,UTR313838293894,pay_bnhm0PuvTbSzpE,payment,order_D7lbQMXwAecjdd,pay_bnhm0PuvTbSzpE,upi,650100,0,0,650100,0,false,2026-09-21
setl_mC4GaQJS8YFAVT,UTR299424985254,pay_VPWxQ3Icba9sqt,payment,order_kabuuNOqmidIP5,pay_VPWxQ3Icba9sqt,wallet,394300,7886,1419,384995,0,false,2026-09-21
setl_nyYk3VBsxxQTYR,UTR636103459505,pay_viOFpvD6L3v5Z5,payment,order_0OwxnDoEVr5xYu,pay_viOFpvD6L3v5Z5,wallet,129000,2580,464,125956,0,false,2026-09-21
setl_zu5gOswp5jzXPi,UTR810115628229,pay_9S4sSidpK6OyYu,payment,order_ur8RmMXrisK3zj,pay_9S4sSidpK6OyYu,netbanking,926500,18530,3335,904635,0,false,2026-09-21
setl_0xHxUoXheKXmux,UTR798795941926,pay_uASUa2QlJsceHf,payment,order_YBrtRs4kHu5Or6,pay_uASUa2QlJsceHf,card,845700,16914,3045,825741,0,false,2026-09-22
setl_96HXBFMgXABJ6A,UTR671996860905,pay_pWLSdEI3RqHVUf,payment,order_uRfN2SUS2OtGXj,pay_pWLSdEI3RqHVUf,wallet,297400,5948,1071,290381,0,false,2026-09-22
setl_FuJjw0TSvDmZ30,UTR993818150366,pay_FnlI2eVRgS3mHr,payment,order_jM7HAX5POLiEdy,pay_FnlI2eVRgS3mHr,card,348400,6968,1254,340178,0,false,2026-09-22
setl_FuJjw0TSvDmZ30,UTR993818150366,pay_gtsTiVR9zINfal,payment,order_5F55q3N0dkR4VG,pay_gtsTiVR9zINfal,wallet,21800,436,78,21286,0,false,2026-09-22
setl_FuJjw0TSvDmZ30,UTR993818150366,rfnd_zUEQ5LZnPeJH5z,refund,order_5F55q3N0dkR4VG,pay_gtsTiVR9zINfal,wallet,21800,0,0,0,21800,false,2026-09-22
setl_IhxR6Xj4yJDKq7,UTR846653489370,pay_kPlPTjngbSUlWP,payment,order_o6L1xM0Vb5V1Pm,pay_kPlPTjngbSUlWP,upi,939100,0,0,939100,0,false,2026-09-22
setl_M7Mjklq2nNB2o8,UTR605379848011,pay_WSTvgRgakO05Nq,payment,order_hqST2kQpmkAPrd,pay_WSTvgRgakO05Nq,netbanking,55100,1102,198,53800,0,false,2026-09-22
setl_UuLT06C89BYwA6,UTR845132520890,pay_yfqAkwQGSXCQNO,payment,order_i14YxMpYrgIlSq,pay_yfqAkwQGSXCQNO,upi,614200,0,0,614200,0,false,2026-09-22
setl_hVHbukkkNsCFD5,UTR203199082876,pay_5XheAe14hCu0o9,payment,order_4FSumDOI1CakM0,pay_5XheAe14hCu0o9,card,618400,12368,2226,603806,0,false,2026-09-22
setl_hdYFVTNHlVokL9,UTR821152797855,pay_bTSHDjEmuTVUef,payment,order_QUK80ZFTu3x9kY,pay_bTSHDjEmuTVUef,netbanking,50100,1002,180,48918,0,false,2026-09-22
setl_ltVsN5CZQgxtRp,UTR420503011195,pay_2VI6A3lWPI0ghm,payment,order_78FLhCRgxUf313,pay_2VI6A3lWPI0ghm,upi,83200,0,0,83200,0,false,2026-09-22
setl_r8BGeG0vB7ILOa,UTR286975105795,pay_21TZgSkvseXvyN,payment,order_hT9JSostQzYUZ5,pay_21TZgSkvseXvyN,upi,15600,0,0,15600,0,false,2026-09-22
setl_smvkcCKDK8P49U,UTR600435891204,pay_Qvo2713uUcQeZH,payment,order_cJK87RMSKngcwe,pay_Qvo2713uUcQeZH,wallet,549700,10994,1979,536727,0,false,2026-09-22
setl_6rciSsv93ecFz2,UTR546678103059,pay_dvA2uC7KRhlxqR,payment,order_28QJ4Cs2DMqZkv,pay_dvA2uC7KRhlxqR,wallet,32500,650,117,31733,0,false,2026-09-28
setl_TMWaDI57ZPyq5p,UTR681553393242,pay_vjEbEzKD0BAG4N,payment,order_UbsF1wBxh8Y5kc,pay_vjEbEzKD0BAG4N,netbanking,621000,12420,2236,606344,0,false,2026-09-28
